Year,Term,Subject,Number,Name,Description,Credit Hours,Section Info,Section Title,Section Credit Hours
2026,Spring,CHEM,105,General Chemistry Lab II,[IAI Code: CHM912] Laboratory studies to accompany CHEM 104. Additional fees may apply. See Class Schedule. Credit is not given toward graduation for: CHEM 105 and CHEM 205. Prerequisite: CHEM 102 and CHEM 103. Credit or concurrent registration in CHEM 104 is required.,1 hours.,Additional fees may apply. See Class Schedule. Credit is not given toward graduation for: CHEM 105 and CHEM 205. Prerequisite: CHEM 102 and CHEM 103. Credit or concurrent registration in CHEM 104 is required.,,
2026,Spring,CHEM,105,General Chemistry Lab II,[IAI Code: CHM912] Laboratory studies to accompany CHEM 104. Additional fees may apply. See Class Schedule. Credit is not given toward graduation for: CHEM 105 and CHEM 205. Prerequisite: CHEM 102 and CHEM 103. Credit or concurrent registration in CHEM 104 is required.,1 hours.,Additional fees may apply. See Class Schedule. Credit is not given toward graduation for: CHEM 105 and CHEM 205. Prerequisite: CHEM 102 and CHEM 103. Credit or concurrent registration in CHEM 104 is required.,,
2026,Spring,CHEM,105,General Chemistry Lab II,[IAI Code: CHM912] Laboratory studies to accompany CHEM 104. Additional fees may apply. See Class Schedule. Credit is not given toward graduation for: CHEM 105 and CHEM 205. Prerequisite: CHEM 102 and CHEM 103. Credit or concurrent registration in CHEM 104 is required.,1 hours.,Additional fees may apply. See Class Schedule. Credit is not given toward graduation for: CHEM 105 and CHEM 205. Prerequisite: CHEM 102 and CHEM 103. Credit or concurrent registration in CHEM 104 is required.,,
2026,Spring,CHEM,105,General Chemistry Lab II,[IAI Code: CHM912] Laboratory studies to accompany CHEM 104. Additional fees may apply. See Class Schedule. Credit is not given toward graduation for: CHEM 105 and CHEM 205. Prerequisite: CHEM 102 and CHEM 103. Credit or concurrent registration in CHEM 104 is required.,1 hours.,Additional fees may apply. See Class Schedule. Credit is not given toward graduation for: CHEM 105 and CHEM 205. Prerequisite: CHEM 102 and CHEM 103. Credit or concurrent registration in CHEM 104 is required.,,
2026,Spring,CHEM,105,General Chemistry Lab II,[IAI Code: CHM912] Laboratory studies to accompany CHEM 104. Additional fees may apply. See Class Schedule. Credit is not given toward graduation for: CHEM 105 and CHEM 205. Prerequisite: CHEM 102 and CHEM 103. Credit or concurrent registration in CHEM 104 is required.,1 hours.,Additional fees may apply. See Class Schedule. Credit is not given toward graduation for: CHEM 105 and CHEM 205. Prerequisite: CHEM 102 and CHEM 103. Credit or concurrent registration in CHEM 104 is required.,,
2026,Spring,CHEM,108,"Chemistry, Everyday Phenomena","[IAI Code: P1903] Introduces the student to the basic applications of chemistry in everyday life. Topics covered include climate change, radioactive isotopes, isolation of elements, polymers, and catalysis.  Credit in CHEM 108 does not count toward Chemistry requirements for students in the Specialized Curriculum in Chemistry, the Science and Letters Chemistry major, the Chemistry Teaching Option, or the Chemistry minor; however the course may be taken by students in any of these groups for general education hours. Prerequisite: Credit or concurrent registration in MATH 112.",3 hours.,"Credit in CHEM 108 does not count toward Chemistry requirements for students in the Specialized Curriculum in Chemistry, the Science and Letters Chemistry major, the Chemistry Teaching Option, or the Chemistry minor; however the course may be taken by students in any of these groups for general education hours. Prerequisite: Credit or concurrent registration in MATH 112.",,
2026,Spring,CHEM,197,Individual Study Freshman,"Individual study of problems related to chemistry or research not necessarily leading to a senior thesis. May be repeated in separate terms to a maximum of 4 hours. A maximum of 2 hours may be used toward the major. A maximum of 18 hours of CHEM 197, CHEM 297, CHEM 397, CHEM 497 and/or CHEM 499 may be used toward the degree. Prerequisite: Chemistry faculty approval required to register.",1 TO 2 hours.,"May be repeated in separate terms to a maximum of 4 hours. A maximum of 2 hours may be used toward the major. A maximum of 18 hours of CHEM 197, CHEM 297, CHEM 397, CHEM 497 and/or CHEM 499 may be used toward the degree. Prerequisite: Chemistry faculty approval required to register.",,
2026,Spring,CHEM,199,Undergraduate Open Seminar,Approved for letter and S/U grading. May be repeated.,0 TO 5 hours.,Approved for letter and S/U grading. May be repeated.,,1 hours
2026,Spring,CHEM,199,Undergraduate Open Seminar,Approved for letter and S/U grading. May be repeated.,0 TO 5 hours.,Approved for letter and S/U grading. May be repeated.,,1 hours
2026,Spring,CHEM,199,Undergraduate Open Seminar,Approved for letter and S/U grading. May be repeated.,0 TO 5 hours.,Approved for letter and S/U grading. May be repeated.,,1 hours
2026,Spring,CHEM,199,Undergraduate Open Seminar,Approved for letter and S/U grading. May be repeated.,0 TO 5 hours.,Approved for letter and S/U grading. May be repeated.,,2 hours
2026,Spring,CHEM,199,Undergraduate Open Seminar,Approved for letter and S/U grading. May be repeated.,0 TO 5 hours.,Approved for letter and S/U grading. May be repeated.,,1 hours
2026,Spring,CHEM,199,Undergraduate Open Seminar,Approved for letter and S/U grading. May be repeated.,0 TO 5 hours.,Approved for letter and S/U grading. May be repeated.,,1 hours
2026,Spring,CHEM,199,Undergraduate Open Seminar,Approved for letter and S/U grading. May be repeated.,0 TO 5 hours.,Approved for letter and S/U grading. May be repeated.,,1 hours
2026,Spring,CHEM,199,Undergraduate Open Seminar,Approved for letter and S/U grading. May be repeated.,0 TO 5 hours.,Approved for letter and S/U grading. May be repeated.,,1 hours
2026,Spring,CHEM,199,Undergraduate Open Seminar,Approved for letter and S/U grading. May be repeated.,0 TO 5 hours.,Approved for letter and S/U grading. May be repeated.,,1 hours
2026,Spring,CHEM,199,Undergraduate Open Seminar,Approved for letter and S/U grading. May be repeated.,0 TO 5 hours.,Approved for letter and S/U grading. May be repeated.,,1 hours
2026,Spring,CHEM,199,Undergraduate Open Seminar,Approved for letter and S/U grading. May be repeated.,0 TO 5 hours.,Approved for letter and S/U grading. May be repeated.,,1 hours
2026,Spring,CHEM,199,Undergraduate Open Seminar,Approved for letter and S/U grading. May be repeated.,0 TO 5 hours.,Approved for letter and S/U grading. May be repeated.,,1 hours
2026,Spring,CHEM,204,Accelerated Chemistry II,"Continuation of CHEM 202. Lectures and discussions. Emphasizes chemical thermodynamics, equilibrium, chemical kinetics, and coordination chemistry. Prerequisite: CHEM 202 and/or CHEM 203 and concurrent registration in CHEM 205, or consent of instructor.",3 hours.,"Prerequisite: CHEM 202 and/or CHEM 203 and concurrent registration in CHEM 205, or consent of instructor.",,
2026,Spring,CHEM,204,Accelerated Chemistry II,"Continuation of CHEM 202. Lectures and discussions. Emphasizes chemical thermodynamics, equilibrium, chemical kinetics, and coordination chemistry. Prerequisite: CHEM 202 and/or CHEM 203 and concurrent registration in CHEM 205, or consent of instructor.",3 hours.,"Prerequisite: CHEM 202 and/or CHEM 203 and concurrent registration in CHEM 205, or consent of instructor.",,
2026,Spring,CHEM,204,Accelerated Chemistry II,"Continuation of CHEM 202. Lectures and discussions. Emphasizes chemical thermodynamics, equilibrium, chemical kinetics, and coordination chemistry. Prerequisite: CHEM 202 and/or CHEM 203 and concurrent registration in CHEM 205, or consent of instructor.",3 hours.,"Prerequisite: CHEM 202 and/or CHEM 203 and concurrent registration in CHEM 205, or consent of instructor.",,
2026,Spring,CHEM,204,Accelerated Chemistry II,"Continuation of CHEM 202. Lectures and discussions. Emphasizes chemical thermodynamics, equilibrium, chemical kinetics, and coordination chemistry. Prerequisite: CHEM 202 and/or CHEM 203 and concurrent registration in CHEM 205, or consent of instructor.",3 hours.,"Prerequisite: CHEM 202 and/or CHEM 203 and concurrent registration in CHEM 205, or consent of instructor.",,
2026,Spring,CHEM,204,Accelerated Chemistry II,"Continuation of CHEM 202. Lectures and discussions. Emphasizes chemical thermodynamics, equilibrium, chemical kinetics, and coordination chemistry. Prerequisite: CHEM 202 and/or CHEM 203 and concurrent registration in CHEM 205, or consent of instructor.",3 hours.,"Prerequisite: CHEM 202 and/or CHEM 203 and concurrent registration in CHEM 205, or consent of instructor.",,
2026,Spring,CHEM,204,Accelerated Chemistry II,"Continuation of CHEM 202. Lectures and discussions. Emphasizes chemical thermodynamics, equilibrium, chemical kinetics, and coordination chemistry. Prerequisite: CHEM 202 and/or CHEM 203 and concurrent registration in CHEM 205, or consent of instructor.",3 hours.,"Prerequisite: CHEM 202 and/or CHEM 203 and concurrent registration in CHEM 205, or consent of instructor.",,
2026,Spring,CHEM,204,Accelerated Chemistry II,"Continuation of CHEM 202. Lectures and discussions. Emphasizes chemical thermodynamics, equilibrium, chemical kinetics, and coordination chemistry. Prerequisite: CHEM 202 and/or CHEM 203 and concurrent registration in CHEM 205, or consent of instructor.",3 hours.,"Prerequisite: CHEM 202 and/or CHEM 203 and concurrent registration in CHEM 205, or consent of instructor.",,
2026,Spring,CHEM,204,Accelerated Chemistry II,"Continuation of CHEM 202. Lectures and discussions. Emphasizes chemical thermodynamics, equilibrium, chemical kinetics, and coordination chemistry. Prerequisite: CHEM 202 and/or CHEM 203 and concurrent registration in CHEM 205, or consent of instructor.",3 hours.,"Prerequisite: CHEM 202 and/or CHEM 203 and concurrent registration in CHEM 205, or consent of instructor.",,
2026,Spring,CHEM,204,Accelerated Chemistry II,"Continuation of CHEM 202. Lectures and discussions. Emphasizes chemical thermodynamics, equilibrium, chemical kinetics, and coordination chemistry. Prerequisite: CHEM 202 and/or CHEM 203 and concurrent registration in CHEM 205, or consent of instructor.",3 hours.,"Prerequisite: CHEM 202 and/or CHEM 203 and concurrent registration in CHEM 205, or consent of instructor.",,
2026,Spring,CHEM,204,Accelerated Chemistry II,"Continuation of CHEM 202. Lectures and discussions. Emphasizes chemical thermodynamics, equilibrium, chemical kinetics, and coordination chemistry. Prerequisite: CHEM 202 and/or CHEM 203 and concurrent registration in CHEM 205, or consent of instructor.",3 hours.,"Prerequisite: CHEM 202 and/or CHEM 203 and concurrent registration in CHEM 205, or consent of instructor.",,
2026,Spring,CHEM,205,Accelerated Chemistry Lab II,"Laboratory and discussion. Includes experiments in qualitative analysis, inorganic synthesis, and kinetics as well as an individual project. Additional fees may apply. See Class Schedule. Credit is not given toward graduation for: CHEM 205 and CHEM 223. Prerequisite: Concurrent registration in CHEM 204 or consent of department.",2 hours.,Additional fees may apply. See Class Schedule. Credit is not given toward graduation for: CHEM 205 and CHEM 223. Prerequisite: Concurrent registration in CHEM 204 or consent of department.,,
2026,Spring,CHEM,205,Accelerated Chemistry Lab II,"Laboratory and discussion. Includes experiments in qualitative analysis, inorganic synthesis, and kinetics as well as an individual project. Additional fees may apply. See Class Schedule. Credit is not given toward graduation for: CHEM 205 and CHEM 223. Prerequisite: Concurrent registration in CHEM 204 or consent of department.",2 hours.,Additional fees may apply. See Class Schedule. Credit is not given toward graduation for: CHEM 205 and CHEM 223. Prerequisite: Concurrent registration in CHEM 204 or consent of department.,,
2026,Spring,CHEM,205,Accelerated Chemistry Lab II,"Laboratory and discussion. Includes experiments in qualitative analysis, inorganic synthesis, and kinetics as well as an individual project. Additional fees may apply. See Class Schedule. Credit is not given toward graduation for: CHEM 205 and CHEM 223. Prerequisite: Concurrent registration in CHEM 204 or consent of department.",2 hours.,Additional fees may apply. See Class Schedule. Credit is not given toward graduation for: CHEM 205 and CHEM 223. Prerequisite: Concurrent registration in CHEM 204 or consent of department.,,
2026,Spring,CHEM,205,Accelerated Chemistry Lab II,"Laboratory and discussion. Includes experiments in qualitative analysis, inorganic synthesis, and kinetics as well as an individual project. Additional fees may apply. See Class Schedule. Credit is not given toward graduation for: CHEM 205 and CHEM 223. Prerequisite: Concurrent registration in CHEM 204 or consent of department.",2 hours.,Additional fees may apply. See Class Schedule. Credit is not given toward graduation for: CHEM 205 and CHEM 223. Prerequisite: Concurrent registration in CHEM 204 or consent of department.,,
2026,Spring,CHEM,205,Accelerated Chemistry Lab II,"Laboratory and discussion. Includes experiments in qualitative analysis, inorganic synthesis, and kinetics as well as an individual project. Additional fees may apply. See Class Schedule. Credit is not given toward graduation for: CHEM 205 and CHEM 223. Prerequisite: Concurrent registration in CHEM 204 or consent of department.",2 hours.,Additional fees may apply. See Class Schedule. Credit is not given toward graduation for: CHEM 205 and CHEM 223. Prerequisite: Concurrent registration in CHEM 204 or consent of department.,,
